"GFH05524"	"HaLaN_00001"
"GFH17674"	"HaLaN_14357"
"GFH17675"	"HaLaN_14358"
"GFH17676"	"HaLaN_14359"
"GFH17677"	"HaLaN_14360"
"HaLaN_14362"	"HaLaN_14361"
"GFH17678"	"HaLaN_14362"
"GFH17679"	"HaLaN_14363"
"GFH17680"	"HaLaN_14364"
"GFH17681"	"HaLaN_14365"
"GFH17682"	"HaLaN_14366"
"GFH17683"	"HaLaN_14367"
"GFH17684"	"HaLaN_14368"
"GFH17685"	"HaLaN_14369"
"GFH17686"	"HaLaN_14370"
"GFH17687"	"HaLaN_14371"
"GFH17688"	"HaLaN_14372"
"GFH17689"	"HaLaN_14373"
"HaLaN_14375"	"HaLaN_14374"
"GFH17690"	"HaLaN_14375"
"GFH17691"	"HaLaN_14376"
"GFH17692"	"HaLaN_14377"
"GFH17693"	"HaLaN_14378"
"GFH17694"	"HaLaN_14379"
"GFH17695"	"HaLaN_14380"
"GFH17696"	"HaLaN_14381"
"GFH17697"	"HaLaN_14382"
"GFH17698"	"HaLaN_14383"
"GFH17699"	"HaLaN_14384"
"GFH17700"	"HaLaN_14385"
"GFH17701"	"HaLaN_14386"
"HaLaN_14388"	"HaLaN_14387"
"GFH17702"	"HaLaN_14388"
"HaLaN_t00130"	"HaLaN_14389"
"HaLaN_t00130"	"HaLaN_t00130"
"GFH17703"	"HaLaN_14390"
"GFH17704"	"HaLaN_14391"
"GFH17705"	"HaLaN_14392"
"GFH17706"	"HaLaN_14393"
"GFH17707"	"HaLaN_14394"
"GFH17708"	"HaLaN_14395"
"HaLaN_14397"	"HaLaN_14396"
"GFH17709"	"HaLaN_14397"
"GFH17710"	"HaLaN_14398"
"GFH17711"	"HaLaN_14399"
"GFH17712"	"HaLaN_14400"
"GFH17713"	"HaLaN_14401"
"GFH17714"	"HaLaN_14402"
"GFH17715"	"HaLaN_14403"
"GFH17716"	"HaLaN_14404"
"HaLaN_14406"	"HaLaN_14405"
"HaLaN_14407"	"HaLaN_14406"
"GFH17717"	"HaLaN_14407"
"GFH17718"	"HaLaN_14408"
"GFH17719"	"HaLaN_14409"
"GFH17720"	"HaLaN_14410"
"GFH17721"	"HaLaN_14411"
"HaLaN_14413"	"HaLaN_14412"
"HaLaN_14414"	"HaLaN_14413"
"GFH17722"	"HaLaN_14414"
"GFH17723"	"HaLaN_14415"
"GFH17724"	"HaLaN_14416"
"GFH17725"	"HaLaN_14417"
"GFH17726"	"HaLaN_14418"
"GFH17727"	"HaLaN_14419"
"GFH17728"	"HaLaN_14420"
"GFH17729"	"HaLaN_14421"
"GFH17730"	"HaLaN_14422"
"GFH17731"	"HaLaN_14423"
"GFH17732"	"HaLaN_14424"
"GFH17733"	"HaLaN_14425"
"GFH17734"	"HaLaN_14426"
"HaLaN_14428"	"HaLaN_14427"
"GFH17735"	"HaLaN_14428"
"GFH17736"	"HaLaN_14429"
"GFH17737"	"HaLaN_14430"
"GFH17738"	"HaLaN_14431"
"HaLaN_14433"	"HaLaN_14432"
"GFH17739"	"HaLaN_14433"
"GFH17740"	"HaLaN_14434"
"GFH17741"	"HaLaN_14435"
"HaLaN_14437"	"HaLaN_14436"
"GFH17742"	"HaLaN_14437"
"GFH17743"	"HaLaN_14438"
"GFH17744"	"HaLaN_14439"
"GFH17745"	"HaLaN_14440"
"GFH17746"	"HaLaN_14441"
"GFH17747"	"HaLaN_14442"
"GFH17748"	"HaLaN_14443"
"GFH17749"	"HaLaN_14444"
"GFH17750"	"HaLaN_14445"
"GFH17751"	"HaLaN_14446"
"GFH17752"	"HaLaN_14447"
"GFH17753"	"HaLaN_14448"
"GFH17754"	"HaLaN_14449"
"HaLaN_14451"	"HaLaN_14450"
"GFH17755"	"HaLaN_14451"
"GFH17756"	"HaLaN_14452"
"GFH17757"	"HaLaN_14453"
"HaLaN_14455"	"HaLaN_14454"
"GFH17758"	"HaLaN_14455"
"GFH17759"	"HaLaN_14456"
"GFH17760"	"HaLaN_14457"
"GFH17761"	"HaLaN_14458"
"GFH17762"	"HaLaN_14459"
"GFH17763"	"HaLaN_14460"
"GFH17764"	"HaLaN_14461"
"GFH17765"	"HaLaN_14462"
"GFH17766"	"HaLaN_14463"
"GFH17767"	"HaLaN_14464"
"GFH17768"	"HaLaN_14465"
"GFH17769"	"HaLaN_14466"
"GFH17770"	"HaLaN_14467"
"HaLaN_14469"	"HaLaN_14468"
"GFH17771"	"HaLaN_14469"
"GFH17772"	"HaLaN_14470"
"HaLaN_14472"	"HaLaN_14471"
"GFH17773"	"HaLaN_14472"
"HaLaN_14474"	"HaLaN_14473"
"GFH17774"	"HaLaN_14474"
"GFH17775"	"HaLaN_14475"
"HaLaN_14477"	"HaLaN_14476"
"GFH17776"	"HaLaN_14477"
"GFH17777"	"HaLaN_14478"
"GFH17778"	"HaLaN_14479"
"GFH17779"	"HaLaN_14480"
"GFH17780"	"HaLaN_14481"
"GFH17781"	"HaLaN_14482"
"GFH17782"	"HaLaN_14483"
"GFH17783"	"HaLaN_14484"
"GFH17784"	"HaLaN_14485"
"GFH17785"	"HaLaN_14486"
"HaLaN_14488"	"HaLaN_14487"
"GFH17786"	"HaLaN_14488"
"HaLaN_14490"	"HaLaN_14489"
"GFH17787"	"HaLaN_14490"
"GFH17788"	"HaLaN_14491"
"GFH17789"	"HaLaN_14492"
"GFH17790"	"HaLaN_14493"
"GFH17791"	"HaLaN_14494"
"GFH17792"	"HaLaN_14495"
"HaLaN_14497"	"HaLaN_14496"
"GFH17793"	"HaLaN_14497"
"GFH17794"	"HaLaN_14498"
"GFH17795"	"HaLaN_14499"
"GFH17796"	"HaLaN_14500"
"GFH17797"	"HaLaN_14501"
"GFH17798"	"HaLaN_14502"
"GFH17799"	"HaLaN_14503"
"GFH17800"	"HaLaN_14504"
"GFH17801"	"HaLaN_14505"
"GFH17802"	"HaLaN_14506"
"GFH17803"	"HaLaN_14507"
"GFH17804"	"HaLaN_14508"
"GFH17805"	"HaLaN_14509"
"GFH17806"	"HaLaN_14510"
"GFH17807"	"HaLaN_14511"
"GFH17808"	"HaLaN_14512"
"GFH17809"	"HaLaN_14513"
"GFH17810"	"HaLaN_14514"
"HaLaN_14516"	"HaLaN_14515"
"GFH17811"	"HaLaN_14516"
"GFH17812"	"HaLaN_14517"
"GFH17813"	"HaLaN_14518"
"HaLaN_14520"	"HaLaN_14519"
"GFH17814"	"HaLaN_14520"
"GFH17815"	"HaLaN_14521"
"GFH17816"	"HaLaN_14522"
"GFH17817"	"HaLaN_14523"
"GFH17818"	"HaLaN_14524"
"HaLaN_14526"	"HaLaN_14525"
"HaLaN_14527"	"HaLaN_14526"
"GFH17819"	"HaLaN_14527"
"GFH17820"	"HaLaN_14528"
"GFH17821"	"HaLaN_14529"
"GFH17822"	"HaLaN_14530"
"GFH17823"	"HaLaN_14531"
"GFH17824"	"HaLaN_14532"
"GFH17825"	"HaLaN_14533"
"GFH17826"	"HaLaN_14534"
"GFH17827"	"HaLaN_14535"
"GFH17828"	"HaLaN_14536"
"GFH17829"	"HaLaN_14537"
"GFH17830"	"HaLaN_14538"
"GFH17831"	"HaLaN_14539"
"HaLaN_14541"	"HaLaN_14540"
"GFH17832"	"HaLaN_14541"
"GFH17833"	"HaLaN_14542"
"HaLaN_14544"	"HaLaN_14543"
"GFH17834"	"HaLaN_14544"
"GFH17835"	"HaLaN_14545"
"GFH17836"	"HaLaN_14546"
"GFH17837"	"HaLaN_14547"
"GFH17838"	"HaLaN_14548"
"GFH17839"	"HaLaN_14549"
"GFH17840"	"HaLaN_14550"
"GFH17841"	"HaLaN_14551"
"GFH17842"	"HaLaN_14552"
"GFH17843"	"HaLaN_14553"
"HaLaN_14555"	"HaLaN_14554"
"HaLaN_14556"	"HaLaN_14555"
"GFH17844"	"HaLaN_14556"
"GFH17845"	"HaLaN_14557"
"GFH17846"	"HaLaN_14558"
"GFH17847"	"HaLaN_14559"
"GFH17848"	"HaLaN_14560"
"GFH17849"	"HaLaN_14561"
"HaLaN_14563"	"HaLaN_14562"
"GFH17850"	"HaLaN_14563"
"HaLaN_14565"	"HaLaN_14564"
"GFH17851"	"HaLaN_14565"
"GFH17852"	"HaLaN_14566"
"GFH17853"	"HaLaN_14567"
"GFH17854"	"HaLaN_14568"
"GFH17855"	"HaLaN_14569"
"GFH17856"	"HaLaN_14570"
"GFH17857"	"HaLaN_14571"
"GFH17858"	"HaLaN_14572"
"HaLaN_14574"	"HaLaN_14573"
"GFH17859"	"HaLaN_14574"
"GFH17860"	"HaLaN_14575"
"GFH17861"	"HaLaN_14576"
"GFH17862"	"HaLaN_14577"
"GFH17863"	"HaLaN_14578"
"GFH17864"	"HaLaN_14579"
"GFH17865"	"HaLaN_14580"
"GFH17866"	"HaLaN_14581"
"HaLaN_14583"	"HaLaN_14582"
"HaLaN_14584"	"HaLaN_14583"
"GFH17867"	"HaLaN_14584"
"GFH17868"	"HaLaN_14585"
"HaLaN_14587"	"HaLaN_14586"
"HaLaN_14588"	"HaLaN_14587"
"GFH17869"	"HaLaN_14588"
"GFH17870"	"HaLaN_14589"
"GFH17871"	"HaLaN_14590"
"GFH17872"	"HaLaN_14591"
"GFH17873"	"HaLaN_14592"
"GFH17874"	"HaLaN_14593"
"HaLaN_14595"	"HaLaN_14594"
"GFH17875"	"HaLaN_14595"
"GFH17876"	"HaLaN_14596"
"GFH17877"	"HaLaN_14597"
"HaLaN_14599"	"HaLaN_14598"
"GFH17878"	"HaLaN_14599"
"GFH17879"	"HaLaN_14600"
"GFH17880"	"HaLaN_14601"
"GFH17881"	"HaLaN_14602"
"GFH17882"	"HaLaN_14603"
"GFH17883"	"HaLaN_14604"
"HaLaN_14606"	"HaLaN_14605"
"GFH17884"	"HaLaN_14606"
"GFH17885"	"HaLaN_14607"
"GFH17886"	"HaLaN_14608"
"GFH17887"	"HaLaN_14609"
"GFH17888"	"HaLaN_14610"
"GFH17889"	"HaLaN_14611"
"GFH17890"	"HaLaN_14612"
"GFH17891"	"HaLaN_14613"
"GFH17892"	"HaLaN_14614"
"GFH17893"	"HaLaN_14615"
"GFH17894"	"HaLaN_14616"
"GFH17895"	"HaLaN_14617"
"HaLaN_14619"	"HaLaN_14618"
"GFH17896"	"HaLaN_14619"
"GFH17897"	"HaLaN_14620"
"GFH17898"	"HaLaN_14621"
"GFH17899"	"HaLaN_14622"
"GFH17900"	"HaLaN_14623"
"GFH17901"	"HaLaN_14624"
"GFH17902"	"HaLaN_14625"
"HaLaN_t00131"	"HaLaN_t00131"
"GFH17903"	"HaLaN_14626"
"GFH17904"	"HaLaN_14627"
"HaLaN_14629"	"HaLaN_14628"
"GFH17905"	"HaLaN_14629"
"GFH17906"	"HaLaN_14630"
"GFH17907"	"HaLaN_14631"
"GFH17908"	"HaLaN_14632"
"GFH17909"	"HaLaN_14633"
"GFH17910"	"HaLaN_14634"
"GFH17911"	"HaLaN_14635"
"GFH17912"	"HaLaN_14636"
"GFH17913"	"HaLaN_14637"
"GFH17914"	"HaLaN_14638"
"GFH17915"	"HaLaN_14639"
"GFH17916"	"HaLaN_14640"
"GFH17917"	"HaLaN_14641"
"GFH17918"	"HaLaN_14642"
"GFH17919"	"HaLaN_14643"
"GFH17920"	"HaLaN_14644"
"GFH17921"	"HaLaN_14645"
"HaLaN_14647"	"HaLaN_14646"
"GFH17922"	"HaLaN_14647"
"GFH17923"	"HaLaN_14648"
"GFH17924"	"HaLaN_14649"
"GFH17925"	"HaLaN_14650"
"GFH17926"	"HaLaN_14651"
"GFH17927"	"HaLaN_14652"
"GFH17928"	"HaLaN_14653"
"GFH17929"	"HaLaN_14654"
"GFH17930"	"HaLaN_14655"
"GFH17931"	"HaLaN_14656"
"GFH17932"	"HaLaN_14657"
"GFH17933"	"HaLaN_14658"
"GFH17934"	"HaLaN_14659"
"GFH17935"	"HaLaN_14660"
"GFH17936"	"HaLaN_14661"
"GFH17937"	"HaLaN_14662"
"GFH17938"	"HaLaN_14663"
"GFH17939"	"HaLaN_14664"
"GFH17940"	"HaLaN_14665"
"GFH17941"	"HaLaN_14666"
"GFH17942"	"HaLaN_14667"
"GFH17943"	"HaLaN_14668"
"GFH17944"	"HaLaN_14669"
"GFH17945"	"HaLaN_14670"
"GFH17946"	"HaLaN_14671"
"HaLaN_14673"	"HaLaN_14672"
"GFH17947"	"HaLaN_14673"
"GFH17948"	"HaLaN_14674"
"GFH17949"	"HaLaN_14675"
"GFH17950"	"HaLaN_14676"
"GFH17951"	"HaLaN_14677"
"HaLaN_14679"	"HaLaN_14678"
"GFH17952"	"HaLaN_14679"
"GFH17953"	"HaLaN_14680"
"GFH17954"	"HaLaN_14681"
"HaLaN_14683"	"HaLaN_14682"
"GFH17955"	"HaLaN_14683"
"GFH17956"	"HaLaN_14684"
"GFH17957"	"HaLaN_14685"
"GFH17958"	"HaLaN_14686"
"GFH17959"	"HaLaN_14687"
"GFH17960"	"HaLaN_14688"
"GFH17961"	"HaLaN_14689"
"GFH17962"	"HaLaN_14690"
"GFH17963"	"HaLaN_14691"
"GFH17964"	"HaLaN_14692"
"GFH17965"	"HaLaN_14693"
"GFH17966"	"HaLaN_14694"
"GFH17967"	"HaLaN_14695"
"HaLaN_14697"	"HaLaN_14696"
"GFH17968"	"HaLaN_14697"
"HaLaN_14699"	"HaLaN_14698"
"GFH17969"	"HaLaN_14699"
"GFH17970"	"HaLaN_14700"
"GFH17971"	"HaLaN_14701"
"GFH17972"	"HaLaN_14702"
"GFH17973"	"HaLaN_14703"
"GFH17974"	"HaLaN_14704"
"GFH17975"	"HaLaN_14705"
"GFH17976"	"HaLaN_14706"
"GFH17977"	"HaLaN_14707"
"GFH17978"	"HaLaN_14708"
"GFH17979"	"HaLaN_14709"
"GFH17980"	"HaLaN_14710"
"GFH17981"	"HaLaN_14711"
"GFH17982"	"HaLaN_14712"
"GFH17983"	"HaLaN_14713"
"GFH17984"	"HaLaN_14714"
"HaLaN_14716"	"HaLaN_14715"
"GFH17985"	"HaLaN_14716"
"HaLaN_14718"	"HaLaN_14717"
"GFH17986"	"HaLaN_14718"
"GFH17987"	"HaLaN_14719"
"GFH17988"	"HaLaN_14720"
"GFH17989"	"HaLaN_14721"
"GFH17990"	"HaLaN_14722"
"GFH17991"	"HaLaN_14723"
"GFH17992"	"HaLaN_14724"
"GFH17993"	"HaLaN_14725"
"GFH17994"	"HaLaN_14726"
"GFH17995"	"HaLaN_14727"
"GFH17996"	"HaLaN_14728"
"GFH17997"	"HaLaN_14729"
"HaLaN_14731"	"HaLaN_14730"
"GFH17998"	"HaLaN_14731"
"GFH17999"	"HaLaN_14732"
"GFH18000"	"HaLaN_14733"
"GFH18001"	"HaLaN_14734"
"GFH18002"	"HaLaN_14735"
"GFH18003"	"HaLaN_14736"
"GFH18004"	"HaLaN_14737"
"GFH18005"	"HaLaN_14738"
"GFH18006"	"HaLaN_14739"
"GFH18007"	"HaLaN_14740"
"GFH18008"	"HaLaN_14741"
"GFH18009"	"HaLaN_14742"
"GFH18010"	"HaLaN_14743"
"GFH18011"	"HaLaN_14744"
"GFH18012"	"HaLaN_14745"
"GFH18013"	"HaLaN_14746"
"GFH18014"	"HaLaN_14747"
"HaLaN_14749"	"HaLaN_14748"
"GFH18015"	"HaLaN_14749"
"GFH18016"	"HaLaN_14750"
"GFH18017"	"HaLaN_14751"
"GFH18018"	"HaLaN_14752"
"GFH18019"	"HaLaN_14753"
"GFH18020"	"HaLaN_14754"
"GFH18021"	"HaLaN_14755"
"GFH18022"	"HaLaN_14756"
"GFH18023"	"HaLaN_14757"
"GFH18024"	"HaLaN_14758"
"HaLaN_14760"	"HaLaN_14759"
"GFH18025"	"HaLaN_14760"
"GFH18026"	"HaLaN_14761"
"GFH18027"	"HaLaN_14762"
"HaLaN_t00132"	"HaLaN_t00132"
"HaLaN_t00133"	"HaLaN_t00133"
"GFH18028"	"HaLaN_14763"
"HaLaN_t00134"	"HaLaN_t00134"
"GFH18029"	"HaLaN_14764"
"GFH18030"	"HaLaN_14765"
"GFH18031"	"HaLaN_14766"
"GFH18032"	"HaLaN_14767"
"GFH18033"	"HaLaN_14768"
"GFH18034"	"HaLaN_14769"
"GFH18035"	"HaLaN_14770"
"GFH18036"	"HaLaN_14771"
"GFH18037"	"HaLaN_14772"
"HaLaN_14774"	"HaLaN_14773"
"GFH18038"	"HaLaN_14774"
"GFH18039"	"HaLaN_14775"
"GFH18040"	"HaLaN_14776"
"GFH18041"	"HaLaN_14777"
"GFH18042"	"HaLaN_14778"
"GFH18043"	"HaLaN_14779"
"GFH18044"	"HaLaN_14780"
"GFH18045"	"HaLaN_14781"
"HaLaN_t00135"	"HaLaN_t00135"
"HaLaN_t00136"	"HaLaN_t00136"
"GFH18046"	"HaLaN_14782"
"HaLaN_t00137"	"HaLaN_t00137"
"HaLaN_t00138"	"HaLaN_t00138"
"HaLaN_t00139"	"HaLaN_t00139"
"GFH18047"	"HaLaN_14783"
"GFH18048"	"HaLaN_14784"
"GFH18049"	"HaLaN_14785"
"GFH18050"	"HaLaN_14786"
"HaLaN_14788"	"HaLaN_14787"
"GFH18051"	"HaLaN_14788"
"GFH18052"	"HaLaN_14789"
"GFH18053"	"HaLaN_14790"
"GFH18054"	"HaLaN_14791"
"GFH18055"	"HaLaN_14792"
"GFH18056"	"HaLaN_14793"
"GFH18057"	"HaLaN_14794"
"GFH18058"	"HaLaN_14795"
"GFH18059"	"HaLaN_14796"
"HaLaN_14798"	"HaLaN_14797"
"GFH18060"	"HaLaN_14798"
"GFH18061"	"HaLaN_14799"
"GFH18062"	"HaLaN_14800"
"GFH18063"	"HaLaN_14801"
"GFH18064"	"HaLaN_14802"
"GFH18065"	"HaLaN_14803"
"GFH18066"	"HaLaN_14804"
"GFH18067"	"HaLaN_14805"
"GFH18068"	"HaLaN_14806"
"GFH18069"	"HaLaN_14807"
"HaLaN_14809"	"HaLaN_14808"
"GFH18070"	"HaLaN_14809"
"HaLaN_14811"	"HaLaN_14810"
"HaLaN_14812"	"HaLaN_14811"
"GFH18071"	"HaLaN_14812"
"GFH18072"	"HaLaN_14813"
"GFH18073"	"HaLaN_14814"
"GFH18074"	"HaLaN_14815"
"HaLaN_14817"	"HaLaN_14816"
"GFH18075"	"HaLaN_14817"
"GFH18076"	"HaLaN_14818"
"GFH18077"	"HaLaN_14819"
"GFH18078"	"HaLaN_14820"
"HaLaN_14822"	"HaLaN_14821"
"GFH18079"	"HaLaN_14822"
"GFH18080"	"HaLaN_14823"
"GFH18081"	"HaLaN_14824"
"GFH18082"	"HaLaN_14825"
"GFH18083"	"HaLaN_14826"
"GFH18084"	"HaLaN_14827"
"GFH18085"	"HaLaN_14828"
"GFH18086"	"HaLaN_14829"
"GFH18087"	"HaLaN_14830"
"GFH18088"	"HaLaN_14831"
"GFH18089"	"HaLaN_14832"
"GFH18090"	"HaLaN_14833"
"GFH18091"	"HaLaN_14834"
"GFH18092"	"HaLaN_14835"
"GFH18093"	"HaLaN_14836"
"GFH18094"	"HaLaN_14837"
"GFH18095"	"HaLaN_14838"
"GFH18096"	"HaLaN_14839"
"GFH18097"	"HaLaN_14840"
"GFH18098"	"HaLaN_14841"
"GFH18099"	"HaLaN_14842"
"HaLaN_14844"	"HaLaN_14843"
"GFH18100"	"HaLaN_14844"
"GFH18101"	"HaLaN_14845"
"GFH18102"	"HaLaN_14846"
"GFH18103"	"HaLaN_14847"
"GFH18104"	"HaLaN_14848"
"GFH18105"	"HaLaN_14849"
"GFH18106"	"HaLaN_14850"
"GFH18107"	"HaLaN_14851"
"GFH18108"	"HaLaN_14852"
"GFH18109"	"HaLaN_14853"
"GFH18110"	"HaLaN_14854"
"GFH18111"	"HaLaN_14855"
"GFH18112"	"HaLaN_14856"
"GFH18113"	"HaLaN_14857"
"GFH18114"	"HaLaN_14858"
"GFH18115"	"HaLaN_14859"
"GFH18116"	"HaLaN_14860"
"GFH18117"	"HaLaN_14861"
"GFH18118"	"HaLaN_14862"
"GFH18119"	"HaLaN_14863"
"GFH18120"	"HaLaN_14864"
"GFH18121"	"HaLaN_14865"
"HaLaN_14867"	"HaLaN_14866"
"GFH18122"	"HaLaN_14867"
"GFH18123"	"HaLaN_14868"
"GFH18124"	"HaLaN_14869"
"GFH18125"	"HaLaN_14870"
"GFH18126"	"HaLaN_14871"
"HaLaN_14873"	"HaLaN_14872"
"GFH18127"	"HaLaN_14873"
"GFH18128"	"HaLaN_14874"
"GFH18129"	"HaLaN_14875"
"HaLaN_14877"	"HaLaN_14876"
"GFH18130"	"HaLaN_14877"
"GFH18131"	"HaLaN_14878"
"HaLaN_14880"	"HaLaN_14879"
"GFH18132"	"HaLaN_14880"
"GFH18133"	"HaLaN_14881"
"GFH18134"	"HaLaN_14882"
"GFH18135"	"HaLaN_14883"
"HaLaN_14885"	"HaLaN_14884"
"GFH18136"	"HaLaN_14885"
"GFH18137"	"HaLaN_14886"
"GFH18138"	"HaLaN_14887"
"HaLaN_14889"	"HaLaN_14888"
"GFH18139"	"HaLaN_14889"
"HaLaN_14891"	"HaLaN_14890"
"GFH18140"	"HaLaN_14891"
"GFH18141"	"HaLaN_14892"
"GFH18142"	"HaLaN_14893"
"GFH18143"	"HaLaN_14894"
"GFH18144"	"HaLaN_14895"
"GFH18145"	"HaLaN_14896"
"GFH18146"	"HaLaN_14897"
"GFH18147"	"HaLaN_14898"
"GFH18148"	"HaLaN_14899"
"GFH18149"	"HaLaN_14900"
"GFH18150"	"HaLaN_14901"
"GFH18151"	"HaLaN_14902"
"GFH18152"	"HaLaN_14903"
"GFH18153"	"HaLaN_14904"
"HaLaN_14906"	"HaLaN_14905"
"GFH18154"	"HaLaN_14906"
"GFH18155"	"HaLaN_14907"
"GFH18156"	"HaLaN_14908"
"GFH18157"	"HaLaN_14909"
"HaLaN_14911"	"HaLaN_14910"
"GFH18158"	"HaLaN_14911"
"HaLaN_14913"	"HaLaN_14912"
"GFH18159"	"HaLaN_14913"
"GFH18160"	"HaLaN_14914"
"GFH18161"	"HaLaN_14915"
"HaLaN_14917"	"HaLaN_14916"
"GFH18162"	"HaLaN_14917"
"GFH18163"	"HaLaN_14918"
"GFH18164"	"HaLaN_14919"
"GFH18165"	"HaLaN_14920"
"HaLaN_t00140"	"HaLaN_t00140"
"GFH18166"	"HaLaN_14921"
"GFH18167"	"HaLaN_14922"
"HaLaN_14924"	"HaLaN_14923"
"GFH18168"	"HaLaN_14924"
"GFH18169"	"HaLaN_14925"
"GFH18170"	"HaLaN_14926"
"GFH18171"	"HaLaN_14927"
"GFH18172"	"HaLaN_14928"
"GFH18173"	"HaLaN_14929"
"GFH18174"	"HaLaN_14930"
"GFH18175"	"HaLaN_14931"
"GFH18176"	"HaLaN_14932"
"GFH18177"	"HaLaN_14933"
"GFH18178"	"HaLaN_14934"
"GFH18179"	"HaLaN_14935"
"GFH18180"	"HaLaN_14936"
"GFH18181"	"HaLaN_14937"
"GFH18182"	"HaLaN_14938"
"GFH18183"	"HaLaN_14939"
"HaLaN_14941"	"HaLaN_14940"
"HaLaN_14942"	"HaLaN_14941"
"GFH18184"	"HaLaN_14942"
"GFH18185"	"HaLaN_14943"
"GFH18186"	"HaLaN_14944"
"GFH18187"	"HaLaN_14945"
"GFH18188"	"HaLaN_14946"
"GFH18189"	"HaLaN_14947"
"HaLaN_14949"	"HaLaN_14948"
"GFH18190"	"HaLaN_14949"
"GFH18191"	"HaLaN_14950"
"GFH18192"	"HaLaN_14951"
"GFH18193"	"HaLaN_14952"
"GFH18194"	"HaLaN_14953"
"GFH18195"	"HaLaN_14954"
"HaLaN_14956"	"HaLaN_14955"
"GFH18196"	"HaLaN_14956"
"GFH18197"	"HaLaN_14957"
"GFH18198"	"HaLaN_14958"
"GFH18199"	"HaLaN_14959"
"GFH18200"	"HaLaN_14960"
"GFH18201"	"HaLaN_14961"
"GFH18202"	"HaLaN_14962"
"GFH18203"	"HaLaN_14963"
"GFH18204"	"HaLaN_14964"
"GFH18205"	"HaLaN_14965"
"GFH18206"	"HaLaN_14966"
"GFH18207"	"HaLaN_14967"
"GFH18208"	"HaLaN_14968"
"GFH18209"	"HaLaN_14969"
"HaLaN_14971"	"HaLaN_14970"
"GFH18210"	"HaLaN_14971"
"GFH18211"	"HaLaN_14972"
"HaLaN_14974"	"HaLaN_14973"
"GFH18212"	"HaLaN_14974"
"GFH18213"	"HaLaN_14975"
"GFH18214"	"HaLaN_14976"
"HaLaN_14978"	"HaLaN_14977"
"GFH18215"	"HaLaN_14978"
"GFH18216"	"HaLaN_14979"
"GFH18217"	"HaLaN_14980"
"HaLaN_14982"	"HaLaN_14981"
"GFH18218"	"HaLaN_14982"
"HaLaN_14984"	"HaLaN_14983"
"HaLaN_14985"	"HaLaN_14984"
"GFH18219"	"HaLaN_14985"
"GFH18220"	"HaLaN_14986"
"GFH18221"	"HaLaN_14987"
"GFH18222"	"HaLaN_14988"
"GFH18223"	"HaLaN_14989"
"GFH18224"	"HaLaN_14990"
"GFH18225"	"HaLaN_14991"
"GFH18226"	"HaLaN_14992"
"GFH18227"	"HaLaN_14993"
"GFH18228"	"HaLaN_14994"
"GFH18229"	"HaLaN_14995"
"GFH18230"	"HaLaN_14996"
"HaLaN_14998"	"HaLaN_14997"
"HaLaN_14999"	"HaLaN_14998"
"GFH18231"	"HaLaN_14999"
"GFH18232"	"HaLaN_15000"
"HaLaN_15002"	"HaLaN_15001"
"GFH18233"	"HaLaN_15002"
"GFH18234"	"HaLaN_15003"
"GFH18235"	"HaLaN_15004"
"GFH18236"	"HaLaN_15005"
"GFH18237"	"HaLaN_15006"
"GFH18238"	"HaLaN_15007"
"GFH18239"	"HaLaN_15008"
"GFH18240"	"HaLaN_15009"
"GFH18241"	"HaLaN_15010"
"HaLaN_15012"	"HaLaN_15011"
"GFH18242"	"HaLaN_15012"
"GFH18243"	"HaLaN_15013"
"GFH18244"	"HaLaN_15014"
"GFH18245"	"HaLaN_15015"
"GFH18246"	"HaLaN_15016"
"GFH18247"	"HaLaN_15017"
"GFH18248"	"HaLaN_15018"
"GFH18249"	"HaLaN_15019"
"GFH18250"	"HaLaN_15020"
"GFH18251"	"HaLaN_15021"
"GFH18252"	"HaLaN_15022"
"GFH18253"	"HaLaN_15023"
"HaLaN_15025"	"HaLaN_15024"
"GFH18254"	"HaLaN_15025"
"GFH18255"	"HaLaN_15026"
"HaLaN_15028"	"HaLaN_15027"
"GFH18256"	"HaLaN_15028"
"HaLaN_15030"	"HaLaN_15029"
"GFH18257"	"HaLaN_15030"
"GFH18258"	"HaLaN_15031"
"GFH18259"	"HaLaN_15032"
"GFH18260"	"HaLaN_15033"
"GFH18261"	"HaLaN_15034"
"GFH18262"	"HaLaN_15035"
"GFH18263"	"HaLaN_15036"
"GFH18264"	"HaLaN_15037"
"GFH18265"	"HaLaN_15038"
"GFH18266"	"HaLaN_15039"
"GFH18267"	"HaLaN_15040"
"HaLaN_15042"	"HaLaN_15041"
"GFH18268"	"HaLaN_15042"
"GFH18269"	"HaLaN_15043"
"GFH18270"	"HaLaN_15044"
"GFH18271"	"HaLaN_15045"
"GFH18272"	"HaLaN_15046"
"GFH18273"	"HaLaN_15047"
"GFH18274"	"HaLaN_15048"
"GFH18275"	"HaLaN_15049"
"GFH18276"	"HaLaN_15050"
"GFH18277"	"HaLaN_15051"
"GFH18278"	"HaLaN_15052"
"GFH18279"	"HaLaN_15053"
"GFH18280"	"HaLaN_15054"
"GFH18281"	"HaLaN_15055"
"GFH18282"	"HaLaN_15056"
"GFH18283"	"HaLaN_15057"
"GFH18284"	"HaLaN_15058"
"GFH18285"	"HaLaN_15059"
"GFH18286"	"HaLaN_15060"
"GFH18287"	"HaLaN_15061"
"GFH18288"	"HaLaN_15062"
"GFH18289"	"HaLaN_15063"
